,0
960,800000060377
961,800000060373
962,800000062336
963,800000044656
964,800000044657
965,800000044658
966,800000044660
967,800000044664
968,800000044666
969,800000044667
970,800000044652
971,800000044654
972,800000044655
973,800000044641
974,800000044645
975,800000057123
976,800000065484
977,800000062340
978,800000060394
979,800000059604
980,800000062328
981,800000077832
982,800000062339
983,800000058013
984,800000062345
985,800000065487
986,800000043555
987,800000065488
988,800000044495
989,800000059624
990,800000043507
991,800000070897
992,800000058021
993,800000083448
994,800000044525
995,800000044499
996,800000044507
997,800000044514
998,800000044511
999,800000044512
1000,800000090311
1001,800000077835
1002,800000060393
1003,800000058086
1004,800000044518
1005,800000044523
1006,800000044519
1007,800000044520
1008,800000044506
1009,800000044526
1010,800000044527
1011,800000044528
1012,800000044529
1013,800000044530
1014,800000044515
1015,800000044508
1016,800000044509
1017,800000044510
1018,800000044513
1019,800000044496
1020,800000044497
1021,800000044498
1022,800000044524
1023,800000044522
1024,800000044517
1025,800000065489
1026,800000077836
1027,800000075037
1028,800000043461
1029,800000083462
1030,800000077833
1031,800000077834
1032,800000043443
1033,800000058098
1034,800000065490
1035,800000065491
1036,800000043479
1037,800000043485
1038,800000043487
1039,800000044432
1040,800000044400
1041,800000044403
1042,800000044404
1043,800000044384
1044,800000044387
1045,800000044425
1046,800000043519
1047,800000044426
1048,800000044445
1049,800000044446
1050,800000044447
1051,800000044448
1052,800000044449
1053,800000044405
1054,800000044427
1055,800000044428
1056,800000044430
1057,800000044431
1058,800000044415
1059,800000044416
1060,800000044401
1061,800000044402
1062,800000044385
1063,800000044386
1064,800000069151
1065,800000044424
1066,800000059636
1067,800000059637
1068,800000056109
1069,800000069150
1070,800000044444
1071,800000044423
1072,800000044406
1073,800000069152
1074,800000069153
1075,800000044429
1076,800000060380
1077,800000043504
1078,800000043447
1079,800000043491
1080,800000059111
1081,800000059082
1082,800000044126
1083,800000044101
1084,800000044085
1085,800000044125
1086,800000044143
1087,800000043478
1088,800000059703
1089,800000060387
1090,800000060402
1091,800000060392
1092,800000044128
1093,800000044145
1094,800000044146
1095,800000044147
1096,800000044130
1097,800000044131
1098,800000044115
1099,800000044116
1100,800000044117
1101,800000044118
1102,800000044119
1103,800000044103
1104,800000044104
1105,800000044105
1106,800000044106
1107,800000044127
1108,800000044129
1109,800000044102
1110,800000044086
1111,800000044123
1112,800000044124
1113,800000044142
1114,800000044144
1115,800000059098
1116,800000043462
1117,800000043935
1118,800000043532
1119,800000043942
1120,800000043511
1121,800000043962
1122,800000043949
1123,800000043937
1124,800000043964
1125,800000043477
1126,800000043525
1127,800000089616
1128,800000077837
1129,800000077838
1130,800000043965
1131,800000043966
1132,800000043954
1133,800000043955
1134,800000043957
1135,800000043958
1136,800000043959
1137,800000043960
1138,800000043943
1139,800000043944
1140,800000043945
1141,800000043946
1142,800000043947
1143,800000043948
1144,800000043950
1145,800000043929
1146,800000043930
1147,800000043931
1148,800000043932
1149,800000043933
1150,800000043936
1151,800000043938
1152,800000043939
1153,800000043940
1154,800000043941
1155,800000043963
1156,800000089615
1157,800000043956
1158,800000043480
1159,800000062343
1160,800000057988
1161,800000062341
1162,800000077840
1163,800000077839
1164,800000075038
1165,800000070898
1166,800000062342
1167,800000058227
1168,800000062332
1169,800000062335
1170,800000043715
1171,800000056125
1172,800000058045
1173,800000062344
1174,800000069154
1175,800000058052
1176,800000043720
1177,800000043698
1178,800000043685
1179,800000043686
1180,800000043688
1181,800000043716
1182,800000043718
1183,800000043719
1184,800000043734
1185,800000043721
1186,800000043706
1187,800000043705
1188,800000043717
1189,800000075040
1190,800000077841
1191,800000056056
1192,800000057973
1193,800000059104
1194,800000069155
1195,800000042103
1196,800000062355
1197,800000083460
1198,800000062354
1199,800000077844
1200,800000077842
1201,800000042112
1202,800000069156
1203,800000042095
1204,800000059110
1205,800000077843
1206,800000034169
1207,800000043378
1208,800000043392
1209,800000043401
1210,800000043404
1211,800000043405
1212,800000043391
1213,800000062359
1214,800000070899
1215,800000042091
1216,800000042105
1217,800000063714
1218,800000062361
1219,800000043372
1220,800000075039
1221,800000043376
1222,800000043379
1223,800000043396
1224,800000043397
1225,800000043380
1226,800000043381
1227,800000043398
1228,800000043399
1229,800000043382
1230,800000043383
1231,800000057285
1232,800000056024
1233,800000043400
1234,800000056025
1235,800000043402
1236,800000043390
1237,800000043403
1238,800000043406
1239,800000043387
1240,800000043388
1241,800000043389
1242,800000043373
1243,800000043377
1244,800000043386
1245,800000042102
1246,800000042146
1247,800000062365
1248,800000062353
1249,800000060395
1250,800000090312
1251,800000059623
1252,800000042107
1253,800000058083
1254,800000043200
1255,800000043229
1256,800000043202
1257,800000043223
1258,800000043208
1259,800000043210
1260,800000042133
1261,800000060403
1262,800000043233
1263,800000043234
1264,800000043235
1265,800000043236
1266,800000043219
1267,800000043220
1268,800000043221
1269,800000043222
1270,800000043212
1271,800000043213
1272,800000043209
1273,800000043227
1274,800000043215
1275,800000043216
1276,800000043225
1277,800000043217
1278,800000043218
1279,800000043226
1280,800000043228
1281,800000043201
1282,800000043230
1283,800000043231
1284,800000043232
1285,800000043214
1286,800000057164
1287,800000042119
1288,800000077846
1289,800000059115
1290,800000042086
1291,800000042092
1292,800000077845
1293,800000059620
1294,800000042116
1295,800000042131
1296,800000083440
1297,800000042134
1298,800000043047
1299,800000043062
1300,800000043040
1301,800000043056
1302,800000043058
1303,800000042135
1304,800000043064
1305,800000043063
1306,800000043065
1307,800000043046
1308,800000043048
1309,800000043068
1310,800000043051
1311,800000043052
1312,800000043036
1313,800000043037
1314,800000043038
1315,800000043039
1316,800000043041
1317,800000043069
1318,800000043053
1319,800000089617
1320,800000043054
1321,800000043055
1322,800000043060
1323,800000043061
1324,800000043050
1325,800000057124
1326,800000057166
1327,800000062363
1328,800000042129
1329,800000042130
1330,800000057994
1331,800000083443
1332,800000083444
1333,800000058111
1334,800000059625
1335,800000077848
1336,800000059628
1337,800000042929
1338,800000042932
1339,800000042936
1340,800000042111
1341,800000059632
1342,800000042945
1343,800000056102
1344,800000042964
1345,800000062360
1346,800000042942
1347,800000042943
1348,800000042944
1349,800000042946
1350,800000042948
1351,800000042930
1352,800000042922
1353,800000042923
1354,800000042926
1355,800000042927
1356,800000042931
1357,800000042933
1358,800000042934
1359,800000042917
1360,800000058066
1361,800000058067
1362,800000069158
1363,800000089618
1364,800000042960
1365,800000042961
1366,800000042962
1367,800000042963
1368,800000042965
1369,800000042966
1370,800000042949
1371,800000042950
1372,800000042951
1373,800000042952
1374,800000042937
1375,800000042925
1376,800000042940
1377,800000042941
1378,800000042947
1379,800000042959
1380,800000083454
1381,800000062357
1382,800000042110
1383,800000062362
1384,800000070900
1385,800000069157
1386,800000059099
1387,800000065494
1388,800000077847
1389,800000065492
1390,800000065493
1391,800000075041
1392,800000062358
1393,800000042761
1394,800000077849
1395,800000042136
1396,800000069160
1397,800000042096
1398,800000069159
1399,800000057168
1400,800000083450
1401,800000070901
1402,800000042109
1403,800000070902
1404,800000042773
1405,800000042744
1406,800000042747
1407,800000042782
1408,800000069162
1409,800000085453
1410,800000042766
1411,800000042767
1412,800000042768
1413,800000042769
1414,800000042753
1415,800000042772
1416,800000042774
1417,800000042760
1418,800000042757
1419,800000042758
1420,800000042759
1421,800000042745
1422,800000042746
1423,800000042748
1424,800000042783
1425,800000042784
1426,800000042785
1427,800000042786
1428,800000042770
1429,800000042771
1430,800000042762
1431,800000042763
1432,800000042764
1433,800000042765
1434,800000062364
1435,800000042073
1436,800000056075
1437,800000069161
1438,800000069163
1439,800000085452
1440,800000083455
1441,800000042104
1442,800000059621
1443,800000059125
1444,800000042498
1445,800000083437
1446,800000042117
1447,800000069165
1448,800000070903
1449,800000070904
1450,800000042515
1451,800000069164
1452,800000058012
1453,800000058109
1454,800000057127
1455,800000042118
1456,800000077850
1457,800000055901
1458,800000042495
1459,800000042479
1460,800000042505
1461,800000042491
1462,800000042115
1463,800000042114
1464,800000059095
1465,800000059634
1466,800000042493
1467,800000042510
1468,800000042496
1469,800000042497
1470,800000042499
1471,800000042524
1472,800000042502
1473,800000042503
1474,800000042504
1475,800000042494
1476,800000042480
1477,800000042507
1478,800000042512
1479,800000042513
1480,800000042514
1481,800000085454
1482,800000042508
1483,800000042509
1484,800000042506
1485,800000042492
1486,800000057125
1487,800000057126
1488,800000060405
1489,800000042500
1490,800000042501
1491,800000059097
1492,800000077851
1493,800000083459
1494,800000062356
1495,800000042315
1496,800000042100
1497,800000042340
1498,800000056084
1499,800000077854
1500,800000077852
1501,800000034228
1502,800000077853
1503,800000057163
1504,800000042346
1505,800000042327
1506,800000042328
1507,800000042311
1508,800000042128
1509,800000042314
1510,800000042313
1511,800000042122
1512,800000042098
1513,800000042347
1514,800000042337
1515,800000042338
1516,800000042339
1517,800000042341
1518,800000042320
1519,800000042321
1520,800000042322
1521,800000042323
1522,800000042324
1523,800000042325
1524,800000042329
1525,800000042326
1526,800000042345
1527,800000042312
1528,800000056023
1529,800000057128
1530,800000069166
1531,800000090313
1532,800000091319
1533,800000042330
1534,800000042331
1535,800000042332
1536,800000042334
1537,800000042318
1538,800000042319
1539,800000042333
1540,800000042121
1541,800000085455
1542,800000059702
1543,800000042020
1544,800000041751
1545,800000059073
1546,800000041745
1547,800000083442
1548,800000083445
1549,800000062367
1550,800000077856
1551,800000042058
1552,800000042043
1553,800000042049
1554,800000042033
1555,800000042036
1556,800000042038
1557,800000042010
1558,800000042063
1559,800000042012
1560,800000042013
1561,800000085483
1562,800000062366
1563,800000041992
1564,800000041742
1565,800000077855
1566,800000041743
1567,800000041744
1568,800000088504
1569,800000042057
1570,800000042066
1571,800000042067
1572,800000042045
1573,800000042046
1574,800000042047
1575,800000042048
1576,800000042054
1577,800000042055
1578,800000042041
1579,800000042042
1580,800000042044
1581,800000042050
1582,800000042059
1583,800000042051
1584,800000042052
1585,800000042053
1586,800000042040
1587,800000042026
1588,800000042027
1589,800000042028
1590,800000042060
1591,800000042031
1592,800000042032
1593,800000042014
1594,800000042034
1595,800000042035
1596,800000042061
1597,800000042037
1598,800000042039
1599,800000042021
1600,800000042022
1601,800000042023
1602,800000042024
1603,800000042062
1604,800000042025
1605,800000062368
1606,800000042011
1607,800000069167
1608,800000075042
1609,800000042065
1610,800000041733
1611,800000057129
1612,800000065495
1613,800000041734
1614,800000042030
1615,800000041731
1616,800000041746
1617,800000059643
1618,800000057159
1619,800000057130
1620,800000070905
1621,800000057157
1622,800000057991
1623,800000057161
1624,800000043531
1625,800000075043
1626,800000043626
1627,800000043647
1628,800000043648
1629,800000043623
1630,800000043625
1631,800000043634
1632,800000043657
1633,800000043659
1634,800000043637
1635,800000043638
1636,800000043639
1637,800000043624
1638,800000043627
1639,800000043632
1640,800000043633
1641,800000043655
1642,800000043656
1643,800000043635
1644,800000043654
1645,800000041764
1646,800000046871
1647,800000045693
1648,800000042161
1649,800000046874
1650,800000090314
1651,800000043590
1652,800000045698
1653,800000045674
1654,800000046840
1655,800000043594
1656,800000043577
1657,800000045678
1658,800000046867
1659,800000045676
1660,800000045680
1661,800000042176
1662,800000045681
1663,800000045682
1664,800000042177
1665,800000046870
1666,800000042174
1667,800000043578
1668,800000042155
1669,800000042156
1670,800000042157
1671,800000046893
1672,800000043586
1673,800000043579
1674,800000043560
1675,800000043561
1676,800000043562
1677,800000043563
1678,800000041747
1679,800000043564
1680,800000043570
1681,800000084304
1682,800000043591
1683,800000043574
1684,800000046872
1685,800000045692
1686,800000046873
1687,800000043565
1688,800000043592
1689,800000043566
1690,800000046863
1691,800000045669
1692,800000043568
1693,800000046876
1694,800000042189
1695,800000046864
1696,800000042166
1697,800000042188
1698,800000042164
1699,800000042142
1700,800000041748
1701,800000077857
1702,800000042175
1703,800000041763
1704,800000059633
